year,week,county,place,mean_change
2021,8,Graham County,residential,5
2021,8,Graham County,retail and recreation,-1.5714285714285714
2021,8,Graham County,workplaces,-15
2021,8,Greenlee County,workplaces,-25.8
2021,8,La Paz County,grocery and pharmacy,-9.25
2021,8,La Paz County,parks,-34.285714285714285
2021,8,La Paz County,residential,6.8
2021,8,La Paz County,retail and recreation,-18.857142857142858
2021,8,La Paz County,transit stations,-4.714285714285714
2021,8,La Paz County,workplaces,-20.571428571428573
2021,8,Maricopa County,grocery and pharmacy,-12.428571428571429
2021,8,Maricopa County,parks,-15.571428571428571
2021,8,Maricopa County,residential,9.285714285714286
2021,8,Maricopa County,retail and recreation,-16.857142857142858
2021,8,Maricopa County,transit stations,-24.857142857142858
2021,8,Maricopa County,workplaces,-28.857142857142858
2021,8,Mohave County,grocery and pharmacy,3.5714285714285716
2021,8,Mohave County,parks,-1.8571428571428572
2021,8,Mohave County,residential,5.285714285714286
2021,8,Mohave County,retail and recreation,-1.1428571428571428
2021,8,Mohave County,transit stations,13.571428571428571
2021,8,Mohave County,workplaces,-12.571428571428571
2021,8,Navajo County,grocery and pharmacy,2
2021,8,Navajo County,parks,-1.8571428571428572
2021,8,Navajo County,residential,6
2021,8,Navajo County,retail and recreation,2.142857142857143
2021,8,Navajo County,transit stations,23.571428571428573
2021,8,Navajo County,workplaces,-14.857142857142858
2021,8,Pima County,grocery and pharmacy,-14.428571428571429
2021,8,Pima County,parks,-15.142857142857142
2021,8,Pima County,residential,9
2021,8,Pima County,retail and recreation,-20
2021,8,Pima County,transit stations,-22.714285714285715
2021,8,Pima County,workplaces,-27.428571428571427
2021,8,Pinal County,grocery and pharmacy,-5
2021,8,Pinal County,parks,-23
2021,8,Pinal County,residential,7.142857142857143
2021,8,Pinal County,retail and recreation,-7.142857142857143
2021,8,Pinal County,transit stations,9.428571428571429
2021,8,Pinal County,workplaces,-25
2021,8,Santa Cruz County,grocery and pharmacy,-26
2021,8,Santa Cruz County,parks,-4.428571428571429
2021,8,Santa Cruz County,residential,7.714285714285714
2021,8,Santa Cruz County,retail and recreation,-32.857142857142854
2021,8,Santa Cruz County,transit stations,-2.2857142857142856
2021,8,Santa Cruz County,workplaces,-24.571428571428573
2021,8,Yavapai County,grocery and pharmacy,-1.4285714285714286
2021,8,Yavapai County,parks,10.714285714285714
2021,8,Yavapai County,residential,5
2021,8,Yavapai County,retail and recreation,-6
2021,8,Yavapai County,transit stations,29.285714285714285
2021,8,Yavapai County,workplaces,-17.857142857142858
2021,8,Yuma County,grocery and pharmacy,-11.428571428571429
2021,8,Yuma County,parks,-24.142857142857142
2021,8,Yuma County,residential,5.285714285714286
2021,8,Yuma County,retail and recreation,-17.428571428571427
2021,8,Yuma County,transit stations,-7.857142857142857
2021,8,Yuma County,workplaces,-25.714285714285715
2021,9,Apache County,grocery and pharmacy,2.7142857142857144
2021,9,Apache County,parks,-26.428571428571427
2021,9,Apache County,residential,5.714285714285714
2021,9,Apache County,retail and recreation,2.7142857142857144
2021,9,Apache County,transit stations,-1.7142857142857142
2021,9,Apache County,workplaces,-24.428571428571427
2021,9,Cochise County,grocery and pharmacy,-7.857142857142857
2021,9,Cochise County,parks,-24.428571428571427
2021,9,Cochise County,residential,5.285714285714286
2021,9,Cochise County,retail and recreation,-13
2021,9,Cochise County,transit stations,-0.7142857142857143
2021,9,Cochise County,workplaces,-23.714285714285715
2021,9,Coconino County,grocery and pharmacy,-3.4285714285714284
2021,9,Coconino County,parks,-6.714285714285714
2021,9,Coconino County,residential,9.857142857142858
2021,9,Coconino County,retail and recreation,-6.142857142857143
2021,9,Coconino County,transit stations,-6.428571428571429
2021,9,Coconino County,workplaces,-24.285714285714285
2021,9,Gila County,grocery and pharmacy,6.428571428571429
2021,9,Gila County,parks,0
2021,9,Gila County,residential,3.2857142857142856
2021,9,Gila County,retail and recreation,0.5714285714285714
2021,9,Gila County,workplaces,-8.142857142857142
2021,9,Graham County,grocery and pharmacy,-8.428571428571429
2021,9,Graham County,residential,4.2
2021,9,Graham County,retail and recreation,6.142857142857143
2021,9,Graham County,workplaces,-16.571428571428573
2021,9,Greenlee County,workplaces,-20.6
2021,9,La Paz County,grocery and pharmacy,-11
2021,9,La Paz County,parks,-33.142857142857146
2021,9,La Paz County,residential,6.6
2021,9,La Paz County,retail and recreation,-21
2021,9,La Paz County,transit stations,-0.7142857142857143
2021,9,La Paz County,workplaces,-21.428571428571427
2021,9,Maricopa County,grocery and pharmacy,-9.714285714285714
2021,9,Maricopa County,parks,-18.857142857142858
2021,9,Maricopa County,residential,9
2021,9,Maricopa County,retail and recreation,-14.428571428571429
2021,9,Maricopa County,transit stations,-23.714285714285715
2021,9,Maricopa County,workplaces,-28.714285714285715
2021,9,Mohave County,grocery and pharmacy,8.857142857142858
2021,9,Mohave County,parks,2
2021,9,Mohave County,residential,4.714285714285714
2021,9,Mohave County,retail and recreation,5
2021,9,Mohave County,transit stations,20.285714285714285
2021,9,Mohave County,workplaces,-11.571428571428571
2021,9,Navajo County,grocery and pharmacy,6.714285714285714
2021,9,Navajo County,parks,2
2021,9,Navajo County,residential,4.571428571428571
2021,9,Navajo County,retail and recreation,6.714285714285714
2021,9,Navajo County,transit stations,33.857142857142854
2021,9,Navajo County,workplaces,-14.285714285714286
2021,9,Pima County,grocery and pharmacy,-12.285714285714286
2021,9,Pima County,parks,-20
2021,9,Pima County,residential,8.571428571428571
2021,9,Pima County,retail and recreation,-18.285714285714285
2021,9,Pima County,transit stations,-22.857142857142858
2021,9,Pima County,workplaces,-27.571428571428573
2021,9,Pinal County,grocery and pharmacy,-1.5714285714285714
2021,9,Pinal County,parks,-26.285714285714285
2021,9,Pinal County,residential,6.714285714285714
2021,9,Pinal County,retail and recreation,-4
2021,9,Pinal County,transit stations,13.142857142857142
2021,9,Pinal County,workplaces,-24.857142857142858
2021,9,Santa Cruz County,grocery and pharmacy,-26
2021,9,Santa Cruz County,parks,-9
2021,9,Santa Cruz County,residential,7.428571428571429
2021,9,Santa Cruz County,retail and recreation,-30.714285714285715
2021,9,Santa Cruz County,transit stations,3.7142857142857144
2021,9,Santa Cruz County,workplaces,-24
2021,9,Yavapai County,grocery and pharmacy,0.8571428571428571
2021,9,Yavapai County,parks,4.714285714285714
2021,9,Yavapai County,residential,5
2021,9,Yavapai County,retail and recreation,-3.4285714285714284
2021,9,Yavapai County,transit stations,33.285714285714285
2021,9,Yavapai County,workplaces,-18
2021,9,Yuma County,grocery and pharmacy,-8.714285714285714
2021,9,Yuma County,parks,-29.142857142857142
2021,9,Yuma County,residential,4.714285714285714
2021,9,Yuma County,retail and recreation,-14.142857142857142
2021,9,Yuma County,transit stations,-11.285714285714286
2021,9,Yuma County,workplaces,-24.428571428571427
2021,10,Apache County,grocery and pharmacy,6.571428571428571
2021,10,Apache County,parks,-15.714285714285714
2021,10,Apache County,residential,5.714285714285714
2021,10,Apache County,retail and recreation,2.2857142857142856
2021,10,Apache County,transit stations,4.428571428571429
2021,10,Apache County,workplaces,-24.857142857142858
2021,10,Cochise County,grocery and pharmacy,-9.571428571428571
2021,10,Cochise County,parks,-18.285714285714285
2021,10,Cochise County,residential,5.285714285714286
2021,10,Cochise County,retail and recreation,-13.714285714285714
2021,10,Cochise County,transit stations,0.14285714285714285
2021,10,Cochise County,workplaces,-25.857142857142858
2021,10,Coconino County,grocery and pharmacy,-0.5714285714285714
2021,10,Coconino County,parks,9.714285714285714
2021,10,Coconino County,residential,9
2021,10,Coconino County,retail and recreation,-2.142857142857143
2021,10,Coconino County,transit stations,0.8571428571428571
2021,10,Coconino County,workplaces,-23.714285714285715
2021,10,Gila County,grocery and pharmacy,16
2021,10,Gila County,parks,21
2021,10,Gila County,residential,3.142857142857143
2021,10,Gila County,retail and recreation,6.714285714285714
2021,10,Gila County,workplaces,-10.142857142857142
2021,10,Graham County,grocery and pharmacy,-8.666666666666666
2021,10,Graham County,residential,4
2021,10,Graham County,retail and recreation,5.285714285714286
2021,10,Graham County,workplaces,-16.142857142857142
2021,10,Greenlee County,workplaces,-22.4
2021,10,La Paz County,grocery and pharmacy,-13.75
2021,10,La Paz County,parks,-39
2021,10,La Paz County,residential,6.8
2021,10,La Paz County,retail and recreation,-20.714285714285715
2021,10,La Paz County,transit stations,1.7142857142857142
2021,10,La Paz County,workplaces,-22.285714285714285
2021,10,Maricopa County,grocery and pharmacy,-9.428571428571429
2021,10,Maricopa County,parks,-14.285714285714286
2021,10,Maricopa County,residential,8.571428571428571
2021,10,Maricopa County,retail and recreation,-13.714285714285714
2021,10,Maricopa County,transit stations,-21.428571428571427
2021,10,Maricopa County,workplaces,-30.857142857142858
2021,10,Mohave County,grocery and pharmacy,7.571428571428571
2021,10,Mohave County,parks,6
2021,10,Mohave County,residential,4.714285714285714
2021,10,Mohave County,retail and recreation,4.428571428571429
2021,10,Mohave County,transit stations,22.857142857142858
2021,10,Mohave County,workplaces,-13.428571428571429
2021,10,Navajo County,grocery and pharmacy,10
2021,10,Navajo County,parks,13.285714285714286
2021,10,Navajo County,residential,4.714285714285714
2021,10,Navajo County,retail and recreation,10.285714285714286
2021,10,Navajo County,transit stations,35
2021,10,Navajo County,workplaces,-14.857142857142858
2021,10,Pima County,grocery and pharmacy,-11.142857142857142
2021,10,Pima County,parks,-14.428571428571429
2021,10,Pima County,residential,8.285714285714286
2021,10,Pima County,retail and recreation,-17
2021,10,Pima County,transit stations,-19.857142857142858
2021,10,Pima County,workplaces,-26.571428571428573
2021,10,Pinal County,grocery and pharmacy,-1.1428571428571428
2021,10,Pinal County,parks,-21.857142857142858
2021,10,Pinal County,residential,6.714285714285714
2021,10,Pinal County,retail and recreation,-3.142857142857143
2021,10,Pinal County,transit stations,14
2021,10,Pinal County,workplaces,-27
2021,10,Santa Cruz County,grocery and pharmacy,-23.4
2021,10,Santa Cruz County,parks,-4
2021,10,Santa Cruz County,residential,6.714285714285714
2021,10,Santa Cruz County,retail and recreation,-29
2021,10,Santa Cruz County,transit stations,6.428571428571429
2021,10,Santa Cruz County,workplaces,-25.428571428571427
2021,10,Yavapai County,grocery and pharmacy,2.2857142857142856
2021,10,Yavapai County,parks,16.428571428571427
2021,10,Yavapai County,residential,4.714285714285714
2021,10,Yavapai County,retail and recreation,-1.7142857142857142
2021,10,Yavapai County,transit stations,38.57142857142857
2021,10,Yavapai County,workplaces,-17.285714285714285
2021,10,Yuma County,grocery and pharmacy,-6.714285714285714
2021,10,Yuma County,parks,-25
2021,10,Yuma County,residential,4.142857142857143
2021,10,Yuma County,retail and recreation,-14.142857142857142
2021,10,Yuma County,transit stations,-12
2021,10,Yuma County,workplaces,-24.428571428571427
2021,11,Apache County,grocery and pharmacy,8.714285714285714
2021,11,Apache County,parks,-8.428571428571429
2021,11,Apache County,residential,5.571428571428571
2021,11,Apache County,retail and recreation,-0.14285714285714285
2021,11,Apache County,transit stations,7.857142857142857
2021,11,Apache County,workplaces,-31
2021,11,Cochise County,grocery and pharmacy,-7.857142857142857
2021,11,Cochise County,parks,-13.428571428571429
2021,11,Cochise County,residential,5.285714285714286
2021,11,Cochise County,retail and recreation,-8.142857142857142
2021,11,Cochise County,transit stations,11.571428571428571
2021,11,Cochise County,workplaces,-27
2021,11,Coconino County,grocery and pharmacy,4.714285714285714
2021,11,Coconino County,parks,28.142857142857142
2021,11,Coconino County,residential,9.428571428571429
2021,11,Coconino County,retail and recreation,9.714285714285714
2021,11,Coconino County,transit stations,13.142857142857142
2021,11,Coconino County,workplaces,-27.142857142857142
2021,11,Gila County,grocery and pharmacy,19.142857142857142
2021,11,Gila County,parks,17.428571428571427
2021,11,Gila County,residential,3.2857142857142856
2021,11,Gila County,retail and recreation,13.142857142857142
2021,11,Gila County,workplaces,-10.857142857142858
2021,11,Graham County,grocery and pharmacy,-8.166666666666666
2021,11,Graham County,parks,-58
2021,11,Graham County,residential,4.6
2021,11,Graham County,retail and recreation,8.857142857142858
2021,11,Graham County,workplaces,-25.428571428571427
2021,11,Greenlee County,workplaces,-34.4
2021,11,La Paz County,grocery and pharmacy,-13.5
2021,11,La Paz County,parks,-37.857142857142854
2021,11,La Paz County,residential,5.8
2021,11,La Paz County,retail and recreation,-16.571428571428573
2021,11,La Paz County,transit stations,13.857142857142858
2021,11,La Paz County,workplaces,-19.857142857142858
2021,11,Maricopa County,grocery and pharmacy,-8.285714285714286
2021,11,Maricopa County,parks,-16.714285714285715
2021,11,Maricopa County,residential,8.285714285714286
2021,11,Maricopa County,retail and recreation,-8.857142857142858
2021,11,Maricopa County,transit stations,-16.428571428571427
2021,11,Maricopa County,workplaces,-31.571428571428573
2021,11,Mohave County,grocery and pharmacy,11.428571428571429
2021,11,Mohave County,parks,17.857142857142858
2021,11,Mohave County,residential,4.428571428571429
2021,11,Mohave County,retail and recreation,12
2021,11,Mohave County,transit stations,34.285714285714285
2021,11,Mohave County,workplaces,-14.714285714285714
2021,11,Navajo County,grocery and pharmacy,11.714285714285714
2021,11,Navajo County,parks,1.4285714285714286
2021,11,Navajo County,residential,5
2021,11,Navajo County,retail and recreation,15
2021,11,Navajo County,transit stations,45.57142857142857
2021,11,Navajo County,workplaces,-22.857142857142858
2021,11,Pima County,grocery and pharmacy,-11
2021,11,Pima County,parks,-18
2021,11,Pima County,residential,8.142857142857142
2021,11,Pima County,retail and recreation,-11.857142857142858
2021,11,Pima County,transit stations,-19
2021,11,Pima County,workplaces,-29.714285714285715
2021,11,Pinal County,grocery and pharmacy,-1.2857142857142858
2021,11,Pinal County,parks,-24.857142857142858
2021,11,Pinal County,residential,6.571428571428571
2021,11,Pinal County,retail and recreation,0.8571428571428571
2021,11,Pinal County,transit stations,25.142857142857142
2021,11,Pinal County,workplaces,-29.428571428571427
2021,11,Santa Cruz County,grocery and pharmacy,-23.8
2021,11,Santa Cruz County,parks,0.2857142857142857
2021,11,Santa Cruz County,residential,6.428571428571429
2021,11,Santa Cruz County,retail and recreation,-24.285714285714285
2021,11,Santa Cruz County,transit stations,-1.1428571428571428
2021,11,Santa Cruz County,workplaces,-26
2021,11,Yavapai County,grocery and pharmacy,2.857142857142857
2021,11,Yavapai County,parks,14.571428571428571
2021,11,Yavapai County,residential,5.428571428571429
2021,11,Yavapai County,retail and recreation,3
2021,11,Yavapai County,transit stations,41.42857142857143
2021,11,Yavapai County,workplaces,-23.428571428571427
2021,11,Yuma County,grocery and pharmacy,-4.285714285714286
2021,11,Yuma County,parks,-21
2021,11,Yuma County,residential,3.2857142857142856
2021,11,Yuma County,retail and recreation,-9
2021,11,Yuma County,transit stations,-7
2021,11,Yuma County,workplaces,-23.285714285714285
2021,12,Apache County,grocery and pharmacy,10
2021,12,Apache County,parks,-8.571428571428571
2021,12,Apache County,residential,4.142857142857143
2021,12,Apache County,retail and recreation,5.428571428571429
2021,12,Apache County,transit stations,0.42857142857142855
2021,12,Apache County,workplaces,-25.285714285714285
2021,12,Cochise County,grocery and pharmacy,-8.428571428571429
2021,12,Cochise County,parks,-13.571428571428571
2021,12,Cochise County,residential,4.285714285714286
2021,12,Cochise County,retail and recreation,-7.714285714285714
2021,12,Cochise County,transit stations,7.428571428571429
2021,12,Cochise County,workplaces,-23.142857142857142
2021,12,Coconino County,grocery and pharmacy,7
2021,12,Coconino County,parks,33.285714285714285
2021,12,Coconino County,residential,7.571428571428571
2021,12,Coconino County,retail and recreation,10
2021,12,Coconino County,transit stations,14.285714285714286
2021,12,Coconino County,workplaces,-23.285714285714285
2021,12,Gila County,grocery and pharmacy,18.285714285714285
2021,12,Gila County,parks,24.142857142857142
2021,12,Gila County,residential,2.5714285714285716
2021,12,Gila County,retail and recreation,11.428571428571429
2021,12,Gila County,workplaces,-10.285714285714286
2021,12,Graham County,grocery and pharmacy,-7.166666666666667
2021,12,Graham County,residential,3.8
2021,12,Graham County,retail and recreation,11
2021,12,Graham County,workplaces,-18.142857142857142
2021,12,Greenlee County,workplaces,-34.8
2021,12,La Paz County,grocery and pharmacy,-14.5
2021,12,La Paz County,parks,-39.714285714285715
2021,12,La Paz County,residential,5.8
2021,12,La Paz County,retail and recreation,-17.857142857142858
2021,12,La Paz County,transit stations,16.571428571428573
2021,12,La Paz County,workplaces,-15.571428571428571
2021,12,Maricopa County,grocery and pharmacy,-8
2021,12,Maricopa County,parks,-12
2021,12,Maricopa County,residential,7.571428571428571
2021,12,Maricopa County,retail and recreation,-8
2021,12,Maricopa County,transit stations,-16.428571428571427
2021,12,Maricopa County,workplaces,-29
2021,12,Mohave County,grocery and pharmacy,12.142857142857142
2021,12,Mohave County,parks,15.714285714285714
2021,12,Mohave County,residential,3.7142857142857144
2021,12,Mohave County,retail and recreation,14.142857142857142
2021,12,Mohave County,transit stations,32.285714285714285
2021,12,Mohave County,workplaces,-10
2021,12,Navajo County,grocery and pharmacy,11.142857142857142
2021,12,Navajo County,parks,13.428571428571429
2021,12,Navajo County,residential,3.2857142857142856
2021,12,Navajo County,retail and recreation,16.714285714285715
2021,12,Navajo County,transit stations,39.142857142857146
2021,12,Navajo County,workplaces,-16.142857142857142
2021,12,Pima County,grocery and pharmacy,-11
2021,12,Pima County,parks,-16
2021,12,Pima County,residential,7
2021,12,Pima County,retail and recreation,-11.714285714285714
2021,12,Pima County,transit stations,-17.142857142857142
2021,12,Pima County,workplaces,-26.571428571428573
2021,12,Pinal County,grocery and pharmacy,-0.7142857142857143
2021,12,Pinal County,parks,-21.285714285714285
2021,12,Pinal County,residential,5.142857142857143
2021,12,Pinal County,retail and recreation,2.142857142857143
2021,12,Pinal County,transit stations,26.142857142857142
2021,12,Pinal County,workplaces,-25.857142857142858
2021,12,Santa Cruz County,grocery and pharmacy,-22.2
2021,12,Santa Cruz County,parks,3.7142857142857144
2021,12,Santa Cruz County,residential,5.857142857142857
2021,12,Santa Cruz County,retail and recreation,-24.285714285714285
2021,12,Santa Cruz County,transit stations,11.571428571428571
2021,12,Santa Cruz County,workplaces,-21.571428571428573
2021,12,Yavapai County,grocery and pharmacy,5.142857142857143
2021,12,Yavapai County,parks,27.571428571428573
2021,12,Yavapai County,residential,3.7142857142857144
2021,12,Yavapai County,retail and recreation,7.142857142857143
2021,12,Yavapai County,transit stations,33.57142857142857
2021,12,Yavapai County,workplaces,-17
2021,12,Yuma County,grocery and pharmacy,-5.142857142857143
2021,12,Yuma County,parks,-23.285714285714285
2021,12,Yuma County,residential,3.2857142857142856
2021,12,Yuma County,retail and recreation,-8.428571428571429
2021,12,Yuma County,transit stations,-7.142857142857143
2021,12,Yuma County,workplaces,-22.714285714285715
2021,13,Apache County,grocery and pharmacy,13.857142857142858
2021,13,Apache County,parks,0.8571428571428571
2021,13,Apache County,residential,3.2857142857142856
2021,13,Apache County,retail and recreation,13.857142857142858
2021,13,Apache County,transit stations,-5.714285714285714
2021,13,Apache County,workplaces,-23.428571428571427
2021,13,Cochise County,grocery and pharmacy,-7
2021,13,Cochise County,parks,-8
2021,13,Cochise County,residential,3.7142857142857144
2021,13,Cochise County,retail and recreation,-5.857142857142857
2021,13,Cochise County,transit stations,3.2857142857142856
2021,13,Cochise County,workplaces,-22.142857142857142
2021,13,Coconino County,grocery and pharmacy,13.285714285714286
2021,13,Coconino County,parks,60.42857142857143
2021,13,Coconino County,residential,6.857142857142857
2021,13,Coconino County,retail and recreation,15.714285714285714
2021,13,Coconino County,transit stations,22.428571428571427
2021,13,Coconino County,workplaces,-21.285714285714285
2021,13,Gila County,grocery and pharmacy,17
2021,13,Gila County,parks,30.428571428571427
2021,13,Gila County,residential,1.8571428571428572
2021,13,Gila County,retail and recreation,12.857142857142858
2021,13,Gila County,workplaces,-9.285714285714286
2021,13,Graham County,grocery and pharmacy,-2.6666666666666665
2021,13,Graham County,residential,2.8
2021,13,Graham County,retail and recreation,13.285714285714286
2021,13,Graham County,workplaces,-14.571428571428571
2021,13,Greenlee County,workplaces,-22
2021,13,La Paz County,grocery and pharmacy,-15.75
2021,13,La Paz County,parks,-41.857142857142854
2021,13,La Paz County,residential,4.2
2021,13,La Paz County,retail and recreation,-20.571428571428573
2021,13,La Paz County,transit stations,15.142857142857142
2021,13,La Paz County,workplaces,-12.285714285714286
2021,13,Maricopa County,grocery and pharmacy,-5.571428571428571
2021,13,Maricopa County,parks,-10.285714285714286
2021,13,Maricopa County,residential,7.285714285714286
2021,13,Maricopa County,retail and recreation,-7.714285714285714
2021,13,Maricopa County,transit stations,-16
2021,13,Maricopa County,workplaces,-27.571428571428573
2021,13,Mohave County,grocery and pharmacy,13.857142857142858
2021,13,Mohave County,parks,26.714285714285715
2021,13,Mohave County,residential,3.4285714285714284
2021,13,Mohave County,retail and recreation,15
2021,13,Mohave County,transit stations,35.285714285714285
2021,13,Mohave County,workplaces,-8.714285714285714
2021,13,Navajo County,grocery and pharmacy,16.142857142857142
2021,13,Navajo County,parks,30.285714285714285
2021,13,Navajo County,residential,2.4285714285714284
2021,13,Navajo County,retail and recreation,22
2021,13,Navajo County,transit stations,37.857142857142854
2021,13,Navajo County,workplaces,-13.571428571428571
2021,13,Pima County,grocery and pharmacy,-9.142857142857142
2021,13,Pima County,parks,-9.142857142857142
2021,13,Pima County,residential,6.857142857142857
2021,13,Pima County,retail and recreation,-10.857142857142858
2021,13,Pima County,transit stations,-17.571428571428573
2021,13,Pima County,workplaces,-25.142857142857142
2021,13,Pinal County,grocery and pharmacy,1.8571428571428572
2021,13,Pinal County,parks,-24.428571428571427
2021,13,Pinal County,residential,4.857142857142857
2021,13,Pinal County,retail and recreation,2.2857142857142856
2021,13,Pinal County,transit stations,24.857142857142858
2021,13,Pinal County,workplaces,-22.857142857142858
2021,13,Santa Cruz County,grocery and pharmacy,-21.8
2021,13,Santa Cruz County,parks,14
2021,13,Santa Cruz County,residential,4.571428571428571
2021,13,Santa Cruz County,retail and recreation,-21.857142857142858
2021,13,Santa Cruz County,transit stations,16.285714285714285
2021,13,Santa Cruz County,workplaces,-22
2021,13,Yavapai County,grocery and pharmacy,7.714285714285714
2021,13,Yavapai County,parks,43.714285714285715
2021,13,Yavapai County,residential,3.2857142857142856
2021,13,Yavapai County,retail and recreation,10
2021,13,Yavapai County,transit stations,42.57142857142857
2021,13,Yavapai County,workplaces,-15
2021,13,Yuma County,grocery and pharmacy,-5.285714285714286
2021,13,Yuma County,parks,-20.428571428571427
2021,13,Yuma County,residential,2.857142857142857
2021,13,Yuma County,retail and recreation,-9.428571428571429
2021,13,Yuma County,transit stations,-6.142857142857143
2021,13,Yuma County,workplaces,-27.428571428571427
2021,14,Apache County,grocery and pharmacy,19.285714285714285
2021,14,Apache County,parks,15.714285714285714
2021,14,Apache County,residential,2
2021,14,Apache County,retail and recreation,14.142857142857142
2021,14,Apache County,transit stations,-10.714285714285714
2021,14,Apache County,workplaces,-23.142857142857142
2021,14,Cochise County,grocery and pharmacy,-4
2021,14,Cochise County,parks,-6.857142857142857
2021,14,Cochise County,residential,3.857142857142857
2021,14,Cochise County,retail and recreation,-7.428571428571429
2021,14,Cochise County,transit stations,2
2021,14,Cochise County,workplaces,-25.285714285714285
2021,14,Coconino County,grocery and pharmacy,18.428571428571427
2021,14,Coconino County,parks,79.85714285714286
2021,14,Coconino County,residential,5.428571428571429
2021,14,Coconino County,retail and recreation,16.142857142857142
2021,14,Coconino County,transit stations,21.142857142857142
2021,14,Coconino County,workplaces,-21.857142857142858
2021,14,Gila County,grocery and pharmacy,26
2021,14,Gila County,parks,55.142857142857146
2021,14,Gila County,residential,0.42857142857142855
2021,14,Gila County,retail and recreation,17.571428571428573
2021,14,Gila County,workplaces,-10.714285714285714
2021,14,Graham County,grocery and pharmacy,-3.3333333333333335
2021,14,Graham County,residential,3.2
2021,14,Graham County,retail and recreation,9.857142857142858
2021,14,Graham County,workplaces,-22.428571428571427
2021,14,Greenlee County,workplaces,-25
2021,14,La Paz County,grocery and pharmacy,-19.25
2021,14,La Paz County,parks,-48.57142857142857
2021,14,La Paz County,residential,3.2
2021,14,La Paz County,retail and recreation,-24.857142857142858
2021,14,La Paz County,transit stations,10.571428571428571
2021,14,La Paz County,workplaces,-15
2021,14,Maricopa County,grocery and pharmacy,-3.4285714285714284
2021,14,Maricopa County,parks,-15.714285714285714
2021,14,Maricopa County,residential,7.285714285714286
2021,14,Maricopa County,retail and recreation,-11.714285714285714
2021,14,Maricopa County,transit stations,-17.714285714285715
2021,14,Maricopa County,workplaces,-30.714285714285715
2021,14,Mohave County,grocery and pharmacy,16.714285714285715
2021,14,Mohave County,parks,34.142857142857146
2021,14,Mohave County,residential,3
2021,14,Mohave County,retail and recreation,12.285714285714286
2021,14,Mohave County,transit stations,30.285714285714285
2021,14,Mohave County,workplaces,-9.571428571428571
2021,14,Navajo County,grocery and pharmacy,24.571428571428573
2021,14,Navajo County,parks,55.42857142857143
2021,14,Navajo County,residential,1.4285714285714286
2021,14,Navajo County,retail and recreation,24
2021,14,Navajo County,transit stations,35.57142857142857
2021,14,Navajo County,workplaces,-16.428571428571427
2021,14,Pima County,grocery and pharmacy,-6.285714285714286
2021,14,Pima County,parks,-9.714285714285714
2021,14,Pima County,residential,6.714285714285714
2021,14,Pima County,retail and recreation,-13.857142857142858
2021,14,Pima County,transit stations,-17.285714285714285
2021,14,Pima County,workplaces,-28.142857142857142
2021,14,Pinal County,grocery and pharmacy,5.142857142857143
2021,14,Pinal County,parks,-29.714285714285715
2021,14,Pinal County,residential,5
2021,14,Pinal County,retail and recreation,-1.5714285714285714
2021,14,Pinal County,transit stations,16.714285714285715
2021,14,Pinal County,workplaces,-25.571428571428573
2021,14,Santa Cruz County,grocery and pharmacy,-19
2021,14,Santa Cruz County,parks,9.714285714285714
2021,14,Santa Cruz County,residential,4.571428571428571
2021,14,Santa Cruz County,retail and recreation,-27.142857142857142
2021,14,Santa Cruz County,transit stations,8.142857142857142
2021,14,Santa Cruz County,workplaces,-28.857142857142858
2021,14,Yavapai County,grocery and pharmacy,12
2021,14,Yavapai County,parks,47
2021,14,Yavapai County,residential,3
2021,14,Yavapai County,retail and recreation,7.714285714285714
2021,14,Yavapai County,transit stations,37.142857142857146
2021,14,Yavapai County,workplaces,-17.714285714285715
2021,14,Yuma County,grocery and pharmacy,-6.142857142857143
2021,14,Yuma County,parks,-22.142857142857142
2021,14,Yuma County,residential,3.2857142857142856
2021,14,Yuma County,retail and recreation,-13.428571428571429
2021,14,Yuma County,transit stations,-13.857142857142858
2021,14,Yuma County,workplaces,-27.857142857142858
2021,15,Apache County,grocery and pharmacy,9.857142857142858
2021,15,Apache County,parks,7.714285714285714
2021,15,Apache County,residential,3.2857142857142856
2021,15,Apache County,retail and recreation,17
2021,15,Apache County,transit stations,-9.142857142857142
2021,15,Apache County,workplaces,-20.571428571428573
2021,15,Cochise County,grocery and pharmacy,-5.857142857142857
2021,15,Cochise County,parks,-11.285714285714286
2021,15,Cochise County,residential,3.2857142857142856
2021,15,Cochise County,retail and recreation,-7.428571428571429
2021,15,Cochise County,transit stations,0.14285714285714285
2021,15,Cochise County,workplaces,-20.714285714285715
2021,15,Coconino County,grocery and pharmacy,12.285714285714286
2021,15,Coconino County,parks,62
2021,15,Coconino County,residential,6
2021,15,Coconino County,retail and recreation,11.571428571428571
2021,15,Coconino County,transit stations,16.285714285714285
2021,15,Coconino County,workplaces,-20.285714285714285
2021,15,Gila County,grocery and pharmacy,18.714285714285715
2021,15,Gila County,parks,45.57142857142857
2021,15,Gila County,residential,0.8571428571428571
2021,15,Gila County,retail and recreation,17.857142857142858
2021,15,Gila County,workplaces,-6.857142857142857
2021,15,Graham County,grocery and pharmacy,-3.6666666666666665
2021,15,Graham County,residential,2.6
2021,15,Graham County,retail and recreation,14.142857142857142
2021,15,Graham County,workplaces,-13.857142857142858
2021,15,Greenlee County,workplaces,-15
2021,15,La Paz County,grocery and pharmacy,-28.5
